Id,account_length,international_plan,number_vmail_messages,total_day_calls,total_day_charge,total_eve_calls,total_eve_charge,total_night_calls,total_night_charge,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
102,0.1950437124,0,0,1.8644510889,-0.0370769947,-1.2202569565,-0.229103176,0.1042657881,-1.4109004794,0.2299166428,1.5679401821,0,0
103,0.8753057108,0,0,-0.9092342148,-0.5304647022,0.2425784674,-1.6139791588,0.0040487676,-0.4036585721,0.6369928516,0.0922999547,0,0
104,-0.1324898424,0,0,-0.0519133028,-0.8404693679,0.2930210682,-0.3361692184,0.1042657881,0.8894816932,1.8582214782,0.8167051573,1,0
105,0.547772156,0,0,-0.3040665122,-0.1811636703,0.4443488707,-0.5340086445,-1.2486639887,0.9554582374,-0.9913119838,0.374013089,1,0
106,-0.1324898424,0,0,-1.7665551269,1.0730453472,-0.1105197384,-0.2663435386,0.7556764215,-0.2057289396,-0.1771595661,0.5618218453,4,0
107,-1.6189882835,0,0.5576923077,0.0993786229,1.8764377205,-1.2202569565,0.0315793619,0.6554594009,-0.2629086112,0.6369928516,-0.4577114027,2,0
108,-0.1828796201,0,0.4038461538,1.5618672376,-1.1581149938,0.7470044756,-0.715555412,-0.6974703759,0.3264818498,-0.584235775,-0.1625833573,1,0
109,1.0264750438,0,0.6153846154,-0.4553584378,-0.5883176856,-0.1609623392,-1.3765718474,2.1086061983,0.3748646489,-1.3983881927,-0.055264068,1,0
110,1.4295932651,0,0,-0.5057890797,0.9191345801,1.0496600805,-1.043736107,0.4049168497,0.8103098402,1.0440690605,-0.2430728242,3,0
111,0.4973823784,0,0,-0.0014826609,-0.2837708484,-0.8671587508,2.3055690009,-0.6974703759,-1.6088301119,1.4511452694,-0.7125947147,1,0
112,0.0690692682,0,0,0.8558382512,0.0873614979,-0.3122901417,0.4482059181,-0.4469278247,0.4452396293,-0.9913119838,0.8435349796,2,0
113,-0.0569051759,0,0,0.8558382512,-0.3579973177,0.646119274,-0.1918628134,0.6554594009,0.5420052274,-0.1771595661,0.6691411345,4,0
114,0.6233568225,0,0,0.4019624742,-0.9943801351,-0.514060545,0.1060600871,0.7055679112,0.9378644922,1.0440690605,1.0984182916,1,0
115,-0.938726285,0,0,1.2592833863,-2.2529554156,-2.0777811705,-0.6131444149,-0.5972533554,0.2165209429,-0.584235775,-0.31014738,1,0
116,-1.6189882835,1,0.8076923077,-0.5562197216,0.3067662086,1.1001026814,1.0743095137,1.3068700343,-1.2305645921,0.6369928516,3.5265172112,0,1
117,-0.9135313962,0,0,-0.8588035729,-0.3285250431,0.4443488707,-0.955290246,1.1064359932,-2.8271969605,-0.584235775,1.4203761594,1,0
118,-0.6615825079,0,0,0.7045463255,1.8971774693,-2.6326497796,0.380707761,0.7556764215,-0.6015882045,-0.1771595661,-0.31014738,1,1
119,0.2958232677,0,0.6923076923,0.8558382512,-1.2356161602,-0.9176013516,-0.8528792489,0.9060019522,-0.4520413711,-0.584235775,-0.0955088015,2,0
120,-0.0821000647,0,0,1.2592833863,1.1047007533,0.5452340723,0.2806242866,-0.9480129272,-1.1294005577,0.2299166428,-0.565030692,2,0
121,-1.3670393951,0,0,-0.404927796,0.5545516281,-1.1698143557,0.5273416886,0.8057849317,-0.0077993072,1.0440690605,1.0313437358,1,0
122,-1.4930138393,0,0.4230769231,0.0993786229,0.622228703,-0.7158309483,-1.1647672854,1.1565445035,-1.1513927391,-0.584235775,-1.1150420495,0,0
123,0.5225772672,0,0,0.1498092648,0.1932433732,0.8478896772,-0.338496741,0.1543742984,0.4056537028,-0.1771595661,-0.1625833573,3,0
124,2.3366092631,0,0,1.2088527444,-0.174614276,-0.2618475409,-1.3509690982,-0.5471448452,-1.7319863276,-0.584235775,0.4813323783,1,0
125,0.7493312667,0,0,0.956699535,-0.4846189417,-0.1105197384,-1.7885433583,0.855893442,0.5332083548,0.2299166428,-0.390636847,2,0
126,-0.3844387307,0,0,-2.4221534714,0.3919083351,0.1921358665,0.5692370964,0.3046998292,1.0302316541,-0.584235775,0.6288964011,1,0
127,1.5555677093,0,0,0.4019624742,-2.0335507049,-0.6653883475,-0.8528792489,-0.897904417,-0.9006818713,-0.584235775,-0.4174666693,4,1
128,-0.9891160627,0,0.5192307692,1.2088527444,0.1342988241,0.1416932657,-1.0693388563,1.457195565,0.5024193009,0.6369928516,-1.3967551838,4,1
129,-0.2080745089,0,0,-0.5057890797,-1.6438617412,1.1505452822,-0.1383297922,-0.6974703759,-0.5004241702,-0.1771595661,-0.390636847,2,0
130,0.7745261555,0,0.6923076923,0.7549769674,0.6287780973,0.8478896772,-0.7714159558,0.1042657881,1.2721456493,-0.1771595661,-0.2699026465,3,0
131,-0.2584642866,0,0,-0.404927796,-0.6450791032,0.6965618748,0.3364848304,1.1565445035,-1.0590255773,-0.9913119838,0.2264490663,3,0
132,-0.636387619,0,0,1.2592833863,-0.2597564025,-0.7158309483,-0.8389141129,-0.9981214375,1.1138019433,0.2299166428,-1.5040744731,1,0
133,-0.5608029525,0,0,0.7549769674,0.9409658946,2.0080694962,0.5878572777,1.0062189727,1.2061691051,-0.584235775,-0.2699026465,1,0
134,-0.4600233972,0,0,-0.2032052284,0.3711685863,0.0912506649,0.010631658,-2.0002916426,0.1109584723,-1.3983881927,-1.1418718718,4,0
135,1.5807625981,0,0,0.4523931161,0.3100409058,1.4027582863,0.0385619299,-0.9981214375,0.1197553448,2.2652976871,-0.4174666693,1,0
136,-0.2332693977,1,0,0.6036850418,-0.935435586,-0.8671587508,-0.5409912124,1.5073040753,0.9246691834,-0.584235775,0.3337683556,3,0
137,-0.636387619,0,0.4038461538,-0.1527745865,-0.0829227551,0.2930210682,0.3341573078,1.7077381163,0.7355364235,-0.1771595661,-1.7992025185,5,0
138,-0.2332693977,0,0,0.3011011904,0.4235637411,0.646119274,0.1875233802,1.457195565,-0.0957680327,-0.584235775,0.6288964011,3,0
139,0.6737466002,0,0.6923076923,0.8558382512,0.0535229605,-1.2202569565,-1.4603626632,-1.4490980298,1.2457550316,1.4511452694,0.3337683556,1,0
140,0.3210181566,0,0.4423076923,0.048947981,0.4584938443,-2.0273385697,-0.9622728139,-2.0504001528,-0.8259084546,0.2299166428,-0.0284342457,2,0
141,0.2454334901,0,0,0.7549769674,-0.5894092513,-0.8167161499,1.4979186378,0.6053508907,-0.1353539592,-0.584235775,0.7764604238,1,0
142,0.4973823784,0,0.75,-1.6152632012,0.3711685863,-0.1609623392,0.3900178516,0.8057849317,1.0566222717,-0.1771595661,0.0922999547,0,0
143,1.4295932651,0,0.5384615385,0.3515318323,0.2281734764,-1.3211421582,-0.1010894297,1.9582806676,-1.7935644355,0.2299166428,-1.2491911611,3,0
144,0.0690692682,0,0,-2.6743066808,1.2291392459,-0.8167161499,-0.1010894297,-0.1963852734,0.0009975653,-0.1771595661,0.5215771118,1,0
145,0.4217977119,1,0,-0.7075116473,-0.2444744823,-0.6653883475,-0.4572003967,1.6075210958,0.9686535462,1.0440690605,1.3935463371,2,1
146,1.001280155,0,0,0.048947981,0.9573393804,-0.3122901417,-0.8016737504,-0.0961682529,-1.7803691266,0.6369928516,1.4606208928,3,0
147,0.6737466002,0,0,-0.4553584378,-0.6232477888,-1.1193717549,0.0571821112,0.5051338702,0.0581772369,-0.584235775,1.2459823143,1,0
148,-0.4348285084,1,0,-0.6570810054,1.6930546788,1.3018730847,0.3108820812,0.2545913189,-1.5692441854,-0.1771595661,0.5215771118,1,0
149,0.5225772672,0,0,1.0575608187,0.0229591202,-0.1105197384,0.3504499664,0.1543742984,-0.768728783,0.2299166428,-0.6321052478,1,0
150,1.1272545992,0,0.8269230769,-0.1527745865,1.4365367335,-0.2618475409,-0.7621058652,-0.6974703759,1.7119892769,-0.1771595661,0.3069385333,2,0
151,0.3210181566,0,0,-0.0519133028,0.2510963566,1.2514304838,0.4109655556,-1.6495320708,-0.5576038418,0.6369928516,0.119129777,1,0
152,0.4217977119,0,0,0.956699535,-1.4375558193,-0.4636179442,0.120025223,0.2545913189,1.9539032721,1.0440690605,-0.055264068,1,0
153,-0.8883365073,0,0,0.8054076093,0.1408482185,0.8478896772,-0.8505517262,-0.6974703759,0.5332083548,0.6369928516,-0.9943078491,1,0
154,-1.1150905068,0,0,0.6036850418,0.848182808,0.8983322781,0.9462957674,2.1086061983,-1.1865802293,2.672373896,-1.2223613388,1,0
155,-0.1072949536,0,0,0.7549769674,1.4867487569,-2.7335349812,-1.0809764696,-0.6473618657,1.3689112473,-0.1771595661,0.454502556,5,0
156,1.2784239322,0,0,0.8054076093,-0.0294360346,1.9071842946,1.8098066743,0.0541572779,1.2985362669,-0.1771595661,-0.1625833573,0,0
157,-0.4348285084,0,0,1.0071301768,2.9156082903,0.7974470764,0.5296692112,0.7055679112,-0.9182756164,1.0440690605,2.0106322503,0,1
158,0.9760852662,0,0.4423076923,1.4610059538,-0.4213081297,-0.2114049401,0.9183654955,0.6053508907,1.1621847424,-0.9913119838,1.2459823143,0,0
159,-2.3748349484,0,0,0.8558382512,0.0611639206,-1.4220273598,1.1092223536,-1.0482299477,-0.4300491898,-0.9913119838,-0.0284342457,1,0
160,0.3714079342,0,0.4615384615,1.2088527444,-0.7083899153,1.4532008871,-0.3408242637,0.7055679112,-0.7027522389,-0.1771595661,-0.2430728242,1,0
161,-0.3340489531,0,0,-0.1527745865,-0.816454922,0.3939062698,-0.5619389164,0.0541572779,-1.2437599009,0.2299166428,-1.1418718718,0,0
162,1.0264750438,0,0,0.502823758,0.6833563836,0.5452340723,0.8089719304,0.1543742984,1.0522238354,0.6369928516,0.6288964011,0,0
163,1.0264750438,0,0.6923076923,-0.0519133028,0.1342988241,0.7974470764,0.8066444078,0.2545913189,0.5771927176,0.2299166428,0.0922999547,3,0
164,-0.9639211738,0,0,0.1498092648,-1.5106907228,1.1001026814,-1.290453509,-0.897904417,0.7179426784,-1.3983881927,0.6959709568,1,0
165,1.152449488,0,0,2.5704800753,0.4825082902,-0.5645031458,-1.0297709711,-0.4469278247,-0.6587678761,-0.584235775,-1.5040744731,1,0
166,-0.2080745089,0,0.6346153846,-0.404927796,1.1658284338,-0.4131753433,0.2596765826,0.2044828086,0.5595989725,-0.9913119838,0.6691411345,2,0
167,2.1350501524,0,0.5961538462,1.3097140282,0.1768698874,1.6549712904,-0.7388306386,1.3068700343,1.2765440855,-0.584235775,-0.9943078491,1,0
168,1.2028392657,0,0,0.0993786229,0.4028239924,1.4027582863,0.8415572477,-0.4970363349,1.2061691051,-0.584235775,0.2264490663,1,0
169,-0.1576847312,0,0.7307692308,1.2088527444,-0.1888046304,0.7974470764,-0.1453123602,-1.3488810093,-1.8683378522,-0.1771595661,0.9240244465,1,0
170,-1.7197678388,0,0,-0.6570810054,0.9387827631,-0.514060545,-0.2616884932,-2.3510512144,-0.9182756164,-0.9913119838,-1.4369999173,0,0
171,-0.8127518409,0,0,0.2506705486,1.0544887299,0.2425784674,0.4528609634,-1.0482299477,-2.039876867,-0.9913119838,1.0581735581,1,0
172,-0.9135313962,0,0.5192307692,-0.4553584378,0.0338747774,-0.1105197384,-0.6131444149,-0.6974703759,-0.7071506752,0.2299166428,0.119129777,2,0
173,-1.8961320606,0,0,-0.6570810054,-1.1319174164,0.0408080641,0.2154536521,-0.6974703759,1.3557159385,-0.1771595661,0.0922999547,3,0
174,-0.8883365073,0,0,-0.6570810054,-1.1777631768,-0.3627327425,-0.4292701248,2.5094742804,-0.3552757731,-0.9913119838,1.3935463371,1,0
175,1.9838808194,0,0,-0.404927796,0.7215611839,1.2514304838,-1.0134783125,0.2044828086,0.8762863844,0.2299166428,-1.5040744731,0,0
176,-0.1576847312,0,0,0.2002399067,1.3415705155,1.2514304838,-0.6247820282,0.3046998292,-0.5839944594,1.0440690605,0.3069385333,2,0
177,-0.9639211738,0,0,-0.4553584378,-0.6156068287,0.343463669,-0.2035004267,0.7556764215,-0.1045649053,-0.584235775,0.6959709568,0,0
